id,target
9477,0
9478,0
9479,0
9483,1
9487,0
9494,1
9497,0
9498,0
9506,1
9512,0
9514,0
9515,0
9516,0
9517,0
9518,0
9521,0
9523,0
9527,0
9528,0
9530,0
9532,0
9534,0
9535,0
9536,0
9543,0
9544,1
9545,0
9546,0
9549,0
9558,0
9560,0
9561,0
9570,0
9573,1
9578,0
9584,0
9587,0
9588,0
9599,0
9601,0
9604,0
9614,0
9615,0
9621,0
9622,1
9623,0
9624,0
9626,1
9628,0
9630,0
9631,0
9633,0
9635,0
9637,1
9641,0
9647,0
9648,1
9649,0
9658,0
9662,0
9668,0
9671,0
9676,0
9677,0
9679,1
9682,0
9685,1
9689,0
9692,0
9693,1
9694,1
9696,0
9700,0
9711,1
9713,0
9720,0
9721,0
9725,0
9726,0
9727,1
9735,0
9740,0
9742,1
9743,0
9747,1
9748,0
9751,0
9758,1
9767,0
9768,0
9773,1
9777,0
9781,0
9784,0
9786,0
9789,0
9792,0
9793,0
9798,0
9799,0
9802,0
9803,1
9804,0
9805,1
9807,0
9809,0
9811,0
9814,1
9817,0
9821,0
9824,1
9825,0
9827,0
9839,0
9840,0
9843,0
9844,0
9845,0
9847,0
9848,0
9851,0
9852,1
9855,0
9856,0
9863,0
9867,1
9871,0
9876,0
9879,0
9882,1
9891,0
9892,0
9893,0
9895,0
9899,0
9900,0
9902,0
9903,0
9904,0
9908,0
9913,0
9914,0
9917,0
9922,0
9924,0
9926,1
9927,0
9928,0
9929,1
9936,0
9939,1
9947,0
9951,0
9954,0
9956,0
9957,0
9959,0
9962,0
9964,0
9966,0
9968,0
9969,0
9970,1
9975,0
9977,1
9981,0
9993,1
9996,0
9997,0
9999,1
10002,0
10007,0
10015,0
10019,0
10022,0
10024,0
10026,0
10033,0
10043,1
10046,0
10051,0
10053,0
10062,0
10063,0
10065,0
10068,0
10078,0
10086,0
10094,0
10095,1
10096,0
10097,0
10103,0
10104,0
10108,0
10122,0
10123,0
10128,0
10131,0
10133,0
10134,1
10135,0
10145,1
10148,0
10154,0
10155,0
10158,0
10160,0
10161,0
10162,0
10165,0
10166,0
10167,0
10170,0
10178,1
10180,0
10181,0
10185,0
10188,1
10190,0
10196,0
10200,1
10205,0
10211,0
10216,0
10219,0
10221,0
10225,0
10227,0
10228,0
10230,0
10232,0
10233,0
10235,1
10238,0
10240,0
10242,0
10248,0
10254,0
10257,0
10261,0
10262,1
10266,0
10267,0
10271,0
10277,0
10279,0
10281,0
10282,0
10285,0
10292,0
10298,0
10300,0
10309,0
10311,0
10312,1
10319,1
10324,0
10326,0
10328,0
10343,1
10346,0
10347,1
10353,1
10354,0
10356,0
10357,0
10362,0
10363,0
10370,0
10373,0
10386,0
10388,0
10389,0
10391,0
10397,0
10400,1
10403,0
10404,0
10408,0
10417,0
10425,0
10435,0
10437,1
10438,0
10440,1
10442,0
10447,0
10452,1
10453,1
10454,0
10459,0
10460,1
10463,0
10465,0
10469,1
10474,0
10475,0
10476,0
10477,0
10480,0
10491,0
10493,0
10494,0
10495,0
10497,1
10501,0
10504,0
10507,0
10509,0
10510,0
10512,0
10514,0
10526,0
10528,1
10530,0
10531,0
10532,1
10538,0
10539,0
10542,1
10547,0
10549,0
10556,0
10569,0
10572,0
10577,0
10579,0
10586,0
10594,0
10595,1
10597,1
10602,0
10604,0
10614,0
10617,0
10618,0
10619,1
10624,0
10633,0
10634,0
10635,1
10638,0
10639,0
10642,0
10643,0
10645,0
10646,0
10649,0
10652,1
10653,0
10654,0
10661,0
10664,0
10668,0
10670,0
10674,0
10683,0
10694,0
10697,0
10699,0
10701,0
10703,0
10713,0
10714,0
10716,0
10717,0
10719,0
10725,0
10728,1
10734,0
10738,0
10740,0
10742,0
10756,0
10757,0
10758,0
10761,0
10762,0
10773,0
10778,0
10781,0
10791,0
10792,0
10796,0
10797,0
10801,0
10804,0
10806,0
10807,0
10816,0
10820,0
10828,0
10836,0
10838,0
10845,1
10856,0
10857,0
10858,1
10861,0
10865,1
10868,0
10874,0
10875,1
